NO.,Date,Origin Time (UTC),Latitude,Longitude,Depth(Km),Magnitude(degree),Location
281,19-04-2022,13:56:26,33.6547,45.5267,11.6,2.7,kazaneah - Baladrooz
282,20-04-2022,3:55:49,34.6209,45.377,5,3.2,Salah Agha - Kalar - Garmian
283,20-04-2022,4:05:13,34.6094,45.3746,5,2.2,Salah Agha - Kalar - Garmian
284,20-04-2022,6:02:33,33.1779,46.0128,10,2.9,Badra Spend - Badra
285,20-04-2022,14:14:18,35.329,45.6167,11.6,2.8,Namal  - Darbandihkan
286,20-04-2022,23:30:36,36.8661,48.8447,5,3.7,Zanjan - Iran
287,21-04-2022,12:22:04,35.3432,45.6001,11.3,2.6,Namal  - Darbandihkan
288,21-04-2022,15:08:09,37.6334,47.241,15,3,West Azerbaijan - Iran
289,22-04-2022,5:17:52,35.2438,46.5259,11.8,2.3,Mariwan - Kurdistan Iran
290,22-04-2022,6:18:11,34.6099,45.383,15,2.6,Salah Agha - Kalar - Garmian
291,22-04-2022,11:30:13,35.4826,45.5084,11.3,2.5,Darbanila - Sulaimanyah 
292,22-04-2022,17:13:23,36.1847,45.0578,11,2.2,Qaladiza - Raparen
293,22-04-2022,23:23:50,35.4387,45.5337,10,1.9,Yakhimali - Darbandihkan - Sulaimanyah 
294,23-04-2022,15:34:09,34.5809,45.5524,11.9,2.6,Kermanshah - Iran
295,23-04-2022,21:25:40,34.5922,45.3938,15,2.8,Salah Agha - Kalar - Garmian
296,24-04-2022,8:53:35,35.489,45.5224,15,2.4,Darbanila - Sulaimanyah 
297,24-04-2022,16:36:11,33.1148,46.6316,10,3,Ilam - Iran
298,24-04-2022,17:59:07,35.9487,46.018,10,1.7,Surin - Kurdistan Iran
299,24-04-2022,19:28:18,34.4831,46.0096,10,2.3,Kermanshah - Iran
300,24-04-2022,21:24:29,34.5942,46.5263,8,2.3,Kermanshah - Iran
301,25-04-2022,0:10:18,35.4944,45.5373,15.9,2.7, Welayer - Darbanila - Sulaimanyah 
302,25-04-2022,0:41:47,35.5543,45.5757,7,1.8,Azaban  - Sulaimanyah 
303,25-04-2022,2:11:28,35.243,46.5793,7,2.9,Sefid Bon -  Kurdistan Iran
304,25-04-2022,2:19:47,35.237,46.5532,13,2.5,Khvoasht - Kurdistan Iran
305,25-04-2022,3:11:24,36.6923,45.1226,6,2.4,West Azerbaijan - Iran
306,25-04-2022,7:39:26,33.1076,49.7015,10,3.7,Kuhe Gol Gole - Abgarmak-e Sofla -  Lorestan
307,25-04-2022,14:00:18,35.2579,45.7296,11.7,1.9,Miradee -  Darbandihkan - Sulaimanyah 
308,25-04-2022,16:08:39,33.3278,44.8824,13,2.8,Ajrab -Diyala 
309,25-04-2022,16:55:44,35.8739,45.8244,10.9,1.6,Kandeh Sureh - Baneh- Iran
310,25-04-2022,22:01:11,33.6548,46.0294,5,2.5,Ilam - Iran
311,25-04-2022,22:21:37,36.0879,45.4999,5,2.3,Shalmash -  Iran
312,26-04-2022,1:03:52,35.5515,46.119,15,2.6,Zeribar Lake-  Mariwan - Kurdistan Iran
313,26-04-2022,15:59:57,34.7142,45.4358,10,2.1,Tazade - Kalar - Garmian
314,26-04-2022,21:14:04,34.8368,45.0268,15,2.6,Aziz Qadir - Kalar - Garmian
315,27-04-2022,7:24:18,33.4853,45.6214,5,3.1,Baladrooz 
316,27-04-2022,9:41:37,35.6764,45.3385,15,2.4,Sutka  - Sulaimanyah 
317,28-04-2022,0:01:47,34.584,45.3533,11.6,2.8,Salah Agha - Kalar - Garmian
318,30-04-2022,2:25:37,34.51,45.123,15,3,Gulajo - Kifri - Garmian
319,30-04-2022,4:50:31,34.5852,45.1621,15,2.4,Chalaw Khalid - Kifri - Garmian
320,30-04-2022,5:48:44,36.0201,45.5683,15,2.4,Zali - Bana -  Kurdistan Iran
321,30-04-2022,10:09:38,34.5262,45.4266,15,2.7,Salah Agha - Kalar - Garmian
322,1/5/22,12:36:51,33.314,46.0811,11.8,3.2,Kani Sakht - Badra - Kut
323,1/5/22,13:29:40,35.6371,44.9674,15,3.1,Takiya - Chamchamal - Sulaimaniyah
324,1/5/22,18:29:08,34.6516,44.8417,15,2.6,Doidan -Kifiri _ Garmian
325,1/5/22,18:52:56,34.537,46.5506,15,2.7,Kermanshah - Iran
326,2/5/22,5:09:04,34.6662,44.8218,15,2.7,Doidan -Kifiri _ Garmian
327,2/5/22,10:59:17,34.7447,44.9739,15,2.3,Sarqal'ah - kifiri - Garmian
328,2/5/22,12:15:21,34.8639,45.014,11.5,2.4,Aziz Qadir - Kifiri - Garmian
329,2/5/22,12:39:19,34.7973,45.0668,5,2.3,Aziz Qadir - Kifiri - Garmian
330,2/5/22,14:30:36,34.6946,45.06,5,2.4,Sarqal'ah - kifiri - Garmian
331,2/5/22,16:17:28,36.0088,45.6757,15,2.3,Bardabuk - Kurdistan Iran
332,2/5/22,17:32:23,36.4493,44.2418,15,2.3,Shaqlawa - Hawler
333,3/5/22,6:48:39,34.8351,44.9346,11.6,2.5,Aziz Qadir - Kifiri - Garmian
334,3/5/22,8:49:53,34.6656,44.8622,15,2.6,Doidan -Kifiri _ Garmian
335,3/5/22,10:43:37,34.6582,44.8465,15,2.8,Doidan -Kifiri _ Garmian
336,3/5/22,14:46:30,34.6287,45.9893,15,2.4,Kermanshah - Iran
337,3/5/22,15:49:31,34.7391,44.9122,15,2.4,Balaga-I Bichuk - Kifiri - Garmian
338,3/5/22,23:09:02,34.66,44.8543,15,2.8,Doidan -Kifiri _ Garmian
339,5/5/22,2:15:43,34.6636,44.8591,15,2.5,Doidan -Kifiri _ Garmian
340,6/5/22,22:12:06,35.7528,44.4554,15,2.1,Shwan - Kirkuk 
341,6/5/22,22:42:09,35.7328,44.4476,15,2.6,Shwan - Kirkuk 
342,6/5/22,22:50:42,35.7242,44.4377,15,2.6,Shwan - Kirkuk 
343,6/5/22,23:16:41,35.3061,45.6643,15,2.2,Diskara - Darbandihka -  Sulaimaniyah
344,6/5/22,23:43:36,35.7386,44.4633,15,2.2,Shwan - Kirkuk 
345,7/5/22,8:46:44,37.1888,44.5774,15,2.5,Hakkari -  Turkey
346,7/5/22,21:34:36,35.8974,44.6224,5,2.6,Taq Taq - Koisinjaq
347,7/5/22,23:48:46,35.4809,45.4567,10,1.5,Shekh Waisawa - Sulaimaniyah
348,8/5/22,16:45:36,35.1881,45.7473,15,2.7,Azaban - Darbandihka -  Sulaimaniyah
349,9/5/22,1:19:56,35.7396,45.9791,15,2.4,Mirawa - Penjwin- Sulaimaniyah
350,9/5/22,5:29:14,35.7811,46.057,10,1.9,Masidar  - Penjwin- Sulaimaniyah
351,10/5/22,7:41:30,34.815,44.9023,12,2.3,Balaga-I Bichuk - Kifiri - Garmian
352,10/5/22,13:04:33,34.5986,45.5495,11,2.4,Sangar-i Zhuru - Kalar - Garmian
353,10/5/22,15:50:47,35.0365,46.5854,15,2.7,Palangan - Kurdistan Iran
354,11/5/22,4:47:15,36.1862,45.0541,5,2.3,Qaladiza - Pshdar - Sulaimaniyah
355,11/5/22,20:49:31,36.4849,45.2132,15,2,West Azerbaijan -  Iran
356,11/5/22,21:43:00,35.2641,45.1596,10,1.7,Sangaw - Chamchamal  - Sulaimaniyah
357,12/5/22,9:13:42,35.7051,44.7132,10,2.2,Tarakah - Kirkuk
358,12/5/22,23:14:23,35.0858,46.1196,10,2.8,Boyin - Halabja 
359,13-05-2022,8:37:23,35.7871,43.8415,11,3.1,Aola Gujilan - Makhmour 
360,13-05-2022,16:42:41,34.7064,46.5312,15,3.6,Kermanshah - Iran
361,14-05-2022,20:55:35,34.8077,45.7183,10,2.3,Kermanshah - Iran
362,14-05-2022,23:21:38,34.2793,45.5804,11.8,2.3,Kani Baz - Khanaqin 
363,15-05-2022,0:35:15,35.9199,45.1514,8,1.6,Shaquli - Dokan - Sulaimaniyah
364,15-05-2022,3:10:53,35.0815,46.0742,11.6,2.1,Kermanshah - Iran
365,15-05-2022,3:41:23,34.9924,46.1076,14.4,2.6,Kermanshah - Iran
366,15-05-2022,22:56:25,36.2846,45.5051,5,2,West Azerbaijan -  Iran
367,18-05-2022,5:30:08,34.5119,46.3909,5,2.6,Kermanshah - Iran
368,18-05-2022,15:15:00,34.4076,45.6811,11.9,3.4,Kermanshah - Iran
369,18-05-2022,21:13:40,35.5771,45.9178,11.5,1.8,Kani Manga - Penjwin- Sulaimaniyah
370,18-05-2022,22:02:41,34.2639,48.2363,5,3.6,Baba Kuseh-ye Sofla - Hamadan- Iran 
371,18-05-2022,22:34:55,34.5544,46.3864,11.6,2.6,Kermanshah - Iran
372,19-05-2022,9:58:46,36.228,44.9609,15,2.5,qurago - Rania - Raparin
373,19-05-2022,17:05:54,35.9383,45.9644,10,2,Boeen-e-Sofla - Kurdistan Iran 
374,21-05-2022,0:38:52,35.4099,45.7194,15,1.7, Anjira- Halabja 
375,21-05-2022,18:48:29,36.1406,44.2988,11.9,2.6,Dagalah  - Khanaqin 
376,21-05-2022,23:40:39,35.4262,45.4532,15,2,Kani Shaswar - Darbandihkan - Sulaimaniyah
377,21-05-2022,23:54:30,35.4273,45.4548,15,1.9,Kani Shaswar - Darbandihkan - Sulaimaniyah
378,22-05-2022,6:51:15,34.5674,45.7131,15,3,Chahar Qal'ah - Khanaqin Garmian 
379,22-05-2022,21:03:17,35.8294,45.8675,12,2.1,Kolah Dul - Bana - Iran
380,23-05-2022,0:11:54,35.5395,45.2406,15,1.8,Taparash- Qazan - Sulaimaniyah
381,23-05-2022,15:52:28,34.6857,48.8493,5,3,Neshar -  Hamadan - Iran
382,24-05-2022,16:53:28,35.3193,45.7138,15,1.8,Kani Kawah  - Darbandihkan - Sulaimaniyah
383,24-05-2022,18:54:00,33.9835,47.6084,20,3,Rangarajan -  Kurdistan Iran
384,24-05-2022,21:18:32,34.6807,46.1892,15,2.7,Kermanshah - Iran
385,25-05-2022,5:00:39,34.4791,47.1801,10,2.5,Kermanshah - Iran
386,25-05-2022,17:44:59,36.4317,45.2783,15,3.3,West Azerbaijan -  Iran
387,26-05-2022,0:32:22,35.8988,44.3153,15,2.2,Au Mal - Koisinjaq
388,26-05-2022,9:58:38,35.9198,44.2317,15,2.9,Azyana - Koisinjaq
389,26-05-2022,13:53:05,35.9051,44.2886,15,2.9,Khur Khur - Koisinjaq
390,26-05-2022,16:17:09,34.6435,46.1632,15,2.8,Kermanshah - Iran
391,27-05-2022,2:21:57,35.7084,45.9107,15,3.3,Ulyawah - Penjwin- Sulaimaniyah
392,27-05-2022,5:06:10,35.8813,44.3027,15,2.6,Khur Khur - Koisinjaq
393,27-05-2022,9:15:30,35.818,45.8641,15,2.1,Kolah Dul - Kurdistan Iran 
394,27-05-2022,9:50:58,35.9063,44.4745,5,3,Segrdkan  - Koisinjaq
395,27-05-2022,9:52:52,35.9479,44.4378,5,2.4,Alinjagh-i Gichka - Koisinjaq
396,27-05-2022,11:25:56,35.9119,44.3643,11.8,3.1,Au Mal - Koisinjaq
397,27-05-2022,16:15:24,36.3116,42.185,12,3.5,Ain Sind - Sinjar
398,27-05-2022,19:13:18,35.8776,44.3173,15,2.5,Au Mal - Koisinjaq
399,28-05-2022,18:46:03,35.8938,44.3572,7,2.5,Au Mal - Koisinjaq
400,28-05-2022,23:04:37,35.5218,45.2575,10,1.9,Warmazya - Sulaimaniyah
401,29-05-2022,5:50:02,34.5846,45.5751,12,4.5,Qasrishirin - Iran
402,29-05-2022,5:52:43,34.5291,45.6429,12,4,Qasrishirin - Iran
403,29-05-2022,23:07:19,34.6535,45.3795,15,3.5,TazaDe - Kalar - Garmian
404,29-05-2022,23:42:39,34.6643,45.36,7,2.4,TazaDe - Kalar - Garmian
405,30-05-2022,1:23:35,34.4769,45.646,11.9,4.1,Qasrishirin - Iran
406,30-05-2022,22:39:06,34.4808,45.688,12,3.9,Qasrishirin - Iran
407,30-05-2022,22:41:35,34.4602,45.6878,12,2.2,Qasrishirin - Iran
408,31-05-2022,0:13:57,34.505,45.6724,12,3.8,Qasrishirin - Iran
409,31-05-2022,0:58:26,35.2808,45.8389,11.8,1.8,Said Sadiq - Halabja
410,31-05-2022,22:17:47,34.5796,45.6405,15,3.6,Qasrishirin - Iran
411,1/6/22,22:55:52,35.9026,44.3942,5,2.5,Segrdkan - Koysenjaq
412,2/6/22,3:41:16,36.0613,45.5129,16,2.3,  Razgah - West Azerbaijan - Iran
413,3/6/22,4:11:01,35.3101,46.1564,5,2.8,Hazarani - Kurdistan  Iran
414,3/6/22,11:39:51,35.722,45.9555,15,3.4,Garmk - Penjwin - Sulaimaniyah
415,3/6/22,19:19:56,34.7673,46.3139,15,2.7,Kermanshah - Iran
416,3/6/22,19:54:42,36.9403,45.1898,15,3.4, Doabad - West Azerbaijan - Iran
417,3/6/22,20:25:51,36.8408,45.1131,15,2.3,Gerdeh sur - West Azerbaijan - Iran
418,3/6/22,23:02:20,35.7271,45.606,12,2.6,Khmaneh - Sharbazher - Sulaimaniyah
419,4/6/22,1:28:01,29.0754,48.0139,7,5.3,Kuwait
420,4/6/22,1:49:10,32.5524,47.9589,11.8,4.2,Khuzestan -  Iran
421,4/6/22,17:11:33,35.0617,45.2706,5,2.3,Hama Sulayman  - Kalar - Garmian
422,4/6/22,20:44:45,35.497,45.5238,12,2.2,Darbanila - Sulaimaniyah
423,5/6/22,2:26:29,33.9549,46.1413,11.8,4.1,Ilam - Iran
424,5/6/22,11:44:47,35.6801,45.9712,11,2,Dara Gurgan - Penjwin - Sulaimaniyah
425,5/6/22,21:12:12,35.2892,46.4805,13,3.3,Barquru -  Kurdistan Iran
426,7/6/22,8:01:13,38.8157,43.4129,5,3.7,Van - Turkey
427,8/6/22,0:50:41,35.665,45.9413,8,1.9,Kelu -Penjwin  - Sulaimaniyah
428,9/6/22,3:56:28,35.7195,46.0234,15,2.7,Taratulu -Penjwin - Sulaimaniyah 
429,10/6/22,6:02:34,38.6275,43.5329,10,4.6,Van - Turkey
430,10/6/22,22:08:28,38.8201,43.5438,5,3.7,Van - Turkey
431,11/6/22,5:20:29,34.7393,45.9832,5,2.6,Kermanshah - Iran
432,11/6/22,5:59:04,34.7693,46.0243,5,2.5,Kermanshah - Iran
433,11/6/22,16:25:47,35.2905,46.4082,5,3.1,Goshkhani -  Kurdistan Iran
434,12/6/22,2:54:18,35.9432,45.6787,11.8,2.6,Cherush - Bana - Kurdistan Iran
435,12/6/22,2:57:04,34.5157,46.0026,11.9,2.3,Kermanshah - Iran
436,12/6/22,8:06:09,34.7919,46.1558,12,2.2,Kermanshah - Iran
437,12/6/22,9:59:09,34.6956,46.1479,11.9,2.1,Kermanshah - Iran
438,12/6/22,18:35:28,38.595,43.5698,9.7,4.9,Van - Turkey
439,12/6/22,20:43:31,38.4377,43.6019,8.8,3.5,Van - Turkey
440,12/6/22,21:11:05,35.9273,45.7308,13,2.1,Kukh-e Rostam - Bana - Kurdistan Iran
441,12/6/22,21:56:25,38.4656,43.6946,10.6,3.5,Van - Turkey
442,13-06-2022,0:07:10,35.2746,46.4202,5,2.3,Karrawa - Bana - Kurdistan Iran
443,13-06-2022,8:00:56,38.0587,44.4294,10.8,2.5, Ostureh - West Azerbaijan - Iran
444,13-06-2022,22:08:35,38.2576,43.953,5,3.5,Van - Turkey
445,14-06-2022,15:30:29,36.2156,49.2383,8,4.1,Qazvin - Iran
446,15-06-2022,19:15:46,34.9856,45.8375,15,2.3,Pshta - Halabja
447,16-06-2022,15:55:55,34.0952,46.9815,11.9,3,Kermanshah - Iran
448,16-06-2022,20:47:17,34.3653,45.626,11.9,2.6,Kermanshah - Iran
449,17-06-2022,23:28:23,35.262,46.3219,5,2.2,Zhiwar - Mariwan   - Kurdistan Iran
450,18-7-2022,21:33:24,34.3267,46.2312,15,2.4,Kermanshah - Iran
451,19-6-2022,5:23:05,36.2323,43.7349,15,2.4,Chaluk 1 - Erbil 
452,19-06-2022,22:04:55,36.3806,45.2516,5,2.2,Basta - Pshdar
453,19-06-2022,23:21:07,35.0183,45.8554,20,2.4,Pshta - Halabja
454,20-06-2022,4:28:38,35.9929,45.0284,16,2.1,Palko - Dokan  - Sulaimaniyah
455,20-06-2022,16:32:36,37.1796,43.6912,18,3,Serna - Amedi
456,21-06-2022,4:18:54,36.4647,45.2396,15,3.3,BardaBad -West Azerbaijan - Iran
457,21-06-2022,20:38:54,34.9057,45.6838,15,2.1,Kharknia - Khanaqin 
458,22-06-2022,1:14:12,34.6394,46.2263,15,3.1,Kermanshah - Iran
459,23-06-2022,13:24:50,35.8191,45.9445,15,2.3, Sayranban - Penjwin - Sulaimaniyah
460,23-06-2022,23:55:33,34.5712,46.0418,15,2.2,Kermanshah - Iran
461,24-06-2022,3:47:11,36.4555,45.2105,15,2.9,BardaBad -West Azerbaijan - Iran
462,25-06-2022,0:07:44,34.8097,46.1597,11.7,2.2,Kermanshah - Iran
463,25-06-2022,20:52:49,35.2186,45.7037,15,2.4,Miradee - Darbandihkan  - Sulaimaniyah
464,26-06-2022,7:11:57,36.2249,45.4927,15,2, Bishasb -West Azerbaijan - Iran
465,28-06-2022,18:47:45,38.1931,44.6645,11.9,2.9,Tazehshahr - Salmas - Urmia - Iran
466,29-06-2022,0:01:18,28.4069,51.6712,15,4.1,Dargoo - Bushehr - Iran
467,29-06-2022,2:16:36,35.6887,45.9815,8,1.9,Dara Gurgan  - Penjwin - Sulaimaniyah
468,30-06-2022,0:25:45,35.9071,44.7417,10,2.4, Qzloo - Koysenjaq - Hawler
469,1/7/22,7:10:40,35.2706,45.1191,5,3.4,Gulan - Chamchamal
470,2/7/22,7:35:51,35.6988,45.9858,11,2,Dara Gurgan - Penjwin 
471,2/7/22,22:03:37,34.6584,46.2001,5,2.3,Kermanshah - Iran
472,3/7/22,1:26:53,34.3566,45.4515,10.7,2.5, Mala Aziz - Khanaqin
473,5/7/22,13:43:37,34.5247,45.5883,12,3.9,Seyed Saeed - Qasreshirin - Kermanshah
474,5/7/22,14:36:50,34.8842,44.6304,5,2.4,Tuz khurmatu -  Kerkuk
475,7/7/22,15:13:25,38.254,43.65,15,3.3,Van - Turkey
476,7/7/22,18:42:45,35.8857,44.1944,15,2.3,Kardah Sur - Erbil
477,8/7/22,4:17:11,38.804,47.392,15,3.7,Injar - East Azerbaijan - Iran
478,8/7/22,17:19:27,35.1833,45.6852,12,2,Darbandikhan - Sulaimaniyah
479,8/7/22,17:31:19,34.6966,45.3035,15,2.2,Kalar - Garmian
480,9/7/22,2:53:39,34.7049,46.2858,15,2.2,Kermanshah - Iran
481,9/7/22,4:38:00,33.2331,45.0585,12,2.7,  kharbut - Diyala 
482,9/7/22,19:56:44,35.8564,45.9312,15,2,Kani Shelma - Bana - Kurdistan Iran
483,10/7/22,0:42:02,36.0561,45.6991,15,2,Mamal - Bana -  Iran
484,10/7/22,12:18:48,36.5277,45.0651,15,2.8,Duliniyeh - West Azerbaijan - Iran
485,10/7/22,13:28:13,35.0157,45.9152,15,2.4,Kermanshah - Iran
486,10/7/22,16:32:45,36.5031,45.0143,15,2.2,Pshtashan - Pshdar - Sulaimaniyah
487,10/7/22,23:56:30,36.8117,45.0876,15,2.9,Selve - West Azerbaijan - Iran
488,11/7/22,1:11:16,34.3789,45.0111,10,2.5,Kashkol - Kifri 
489,11/7/22,15:39:42,36.2082,45.5663,15,2.7,Rabat - West Azerbaijan - Iran
490,12/7/22,1:35:24,36.336,45.1659,6,2,Suraglla - Pshdar - Sulaimaniyah
491,12/7/22,17:32:36,34.9002,44.9026,11.9,2.4,Garmak - Tuz khurmatu -  Kerkuk
492,13-07-2022,13:32:58,34.4228,45.3299,11.8,3,Abd Alla Bayk - Khanaqin - Garmian
493,13-07-2022,17:31:08,35.228,44.6409,11.5,2.6,Baidawa - Daquq - Kerkuk
494,14-07-2022,4:48:03,34.7054,45.304,15,2.6,Goban - Kalar - Garmian
495,15-07-2022,10:23:51,38.43,44.8524,12,3.1,Abati - West Azerbaijan - Iran
496,16-07-2022,23:01:23,35.3045,45.6053,5,1.9,Kharjana- Arbat -  Sulaimaniyah
497,17-07-2022,0:15:54,34.2607,45.9129,15,2.4,Kermanshah - Iran
498,17-07-2022,15:10:10,35.1111,45.798,15.5,2,Dulf - Darbandikhan -  Sulaimaniyah
499,18-07-2022,8:04:52,34.6811,45.2719,15,4.3,Kalar - Garmian
500,18-07-2022,9:08:24,33.8063,45.4755,8.7,2.4,Baba Guyi - Mandali
501,18-07-2022,10:12:59,34.683,45.3153,5,2.4,Kalar - Garmian
502,18-07-2022,11:10:44,Shaka,45.1919,15,3.2,Shakal - Kalar - Garmian
503,18-07-2022,21:47:46,34.6576,45.2344,15,3.4,Rizgary - Shakal - Garmian
504,19-07-2022,12:44:51,37.1951,46.1529,11.3,2.7,Malekan - Bukan -  Iran
505,20-07-2022,3:32:20,35.6759,45.9732,15,2.2,Dara Gurgan - Penjwin -  Sulaimaniyah
506,20-07-2022,22:56:41,35.2711,45.596,11.7,2,Ahmadawa - Darbandihkan -  Sulaimaniyah
507,21-07-2022,6:50:28,34.8293,45.9223,14.7,2.8,Kermanshah - Iran
508,21-07-2022,19:02:57,34.4255,45.5467,11.7,2.2,Kermanshah - Iran
509,23/07/2022,0:35:13,35.1707,45.6916,15,2.5, Darbandihkan -  Sulaimaniyah
510,23/07/2022,21:43:48,35.5279,46.1968,15,2.2,Marivan - Kurdistan Iran
511,24-07-2022,19:14:33,34.3102,45.5798,11.9,2.3,Kermanshah - Iran
512,24-07-2022,23:29:51,33.6696,45.6854,11.6,2.8,Finjan - Baladrooz 
513,25-07-2022,3:49:13,35.2708,46.5183,5,2.4,Negel - Kurdistan Iran
514,25-07-2022,4:15:20,34.1228,45.3051,5,2.7,Kani Masi - Khanaqin - Garmian
515,25-07-2022,13:51:37,34.0796,45.1538,5,2.9,zrakshar  - Khanaqin - Garmian
516,26-07-2022,9:56:55,35.9755,45.8372,15,2.2,qoxi shek eslam - Banaeh  - Kurdistan Iran
517,26-07-2022,11:39:30,34.5106,45.2667,15,3.2,Salah Aga - Kalar - Garmian
518,26-07-2022,16:57:33,34.878,45.2298,13.4,2.6,Faraj Ways  - Kalar - Garmian
519,26-07-2022,22:47:37,35.2554,46.6153,5,2.3,Negel - Kurdistan Iran
520,27-07-2022,1:45:16,34.8692,45.2304,15,2.4,Faraj Ways  - Kalar - Garmian
521,27-07-2022,13:05:18,34.6198,45.316,15,2.2,Kalar - Garmian
522,27-07-2022,22:23:18,36.2813,45.4466,5,1.8,Shtman - Sardasht - Iran
523,28-07-2022,18:26:12,36.047,45.8087,10.6,1.8,Baneh- Kurdistan Iran
524,29-07-2022,0:58:44,35.7472,45.9308,10.9,1.9,Tatan - Penjwin -  Sulaimaniyah
525,29-07-2022,1:05:42,34.9328,45.8617,14,2.1,Iraq Iran Border - Garmian
526,29-07-2022,4:34:36,33.7213,47.7913,10,3,Kermanshah - Iran
527,29-07-2022,8:26:44,34.4268,46.085,11.9,2.7,Kermanshah - Iran
528,30-07-2022,0:46:16,37.2914,47.2797,10,4.1,brini bdaq - Bokan - Iran
529,31-07-2022,23:17:02,35.2262,45.575,12,1.9,Sola - Darbandihkan -  Sulaimaniyah
530,,,,,,,
531,,,,,,,
532,,,,,,,
533,,,,,,,
534,,,,,,,
535,,,,,,,
536,,,,,,,
537,,,,,,,
538,,,,,,,
539,,,,,,,
540,,,,,,,
541,,,,,,,
542,,,,,,,
543,,,,,,,
544,,,,,,,
545,,,,,,,
546,,,,,,,
547,,,,,,,
548,,,,,,,
549,,,,,,,
550,,,,,,,
551,,,,,,,
552,,,,,,,
553,,,,,,,
554,,,,,,,
555,,,,,,,
556,,,,,,,
557,,,,,,,
558,,,,,,,
559,,,,,,,
560,,,,,,,
561,,,,,,,
562,,,,,,,
563,,,,,,,
564,,,,,,,
565,,,,,,,
566,,,,,,,
567,,,,,,,
568,,,,,,,
569,,,,,,,
570,,,,,,,
571,,,,,,,
572,,,,,,,
573,,,,,,,
574,,,,,,,
575,,,,,,,
576,,,,,,,
577,,,,,,,
578,,,,,,,
579,,,,,,,
580,,,,,,,
581,,,,,,,
582,,,,,,,
583,,,,,,,
584,,,,,,,
585,,,,,,,
586,,,,,,,
587,,,,,,,
588,,,,,,,
589,,,,,,,
590,,,,,,,
591,,,,,,,
592,,,,,,,
593,,,,,,,
594,,,,,,,
595,,,,,,,
596,,,,,,,
597,,,,,,,
598,,,,,,,
599,,,,,,,
600,,,,,,,
601,,,,,,,
602,,,,,,,
603,,,,,,,
604,,,,,,,
605,,,,,,,
606,,,,,,,
607,,,,,,,
608,,,,,,,
609,,,,,,,
610,,,,,,,
611,,,,,,,
612,,,,,,,
613,,,,,,,
614,,,,,,,
615,,,,,,,
616,,,,,,,
617,,,,,,,
618,,,,,,,
619,,,,,,,
620,,,,,,,
621,,,,,,,
622,,,,,,,
623,,,,,,,
624,,,,,,,
625,,,,,,,
626,,,,,,,
627,,,,,,,
628,,,,,,,
629,,,,,,,
630,,,,,,,
631,,,,,,,
632,,,,,,,
633,,,,,,,
634,,,,,,,
635,,,,,,,
636,,,,,,,
637,,,,,,,
638,,,,,,,
639,,,,,,,
640,,,,,,,
641,,,,,,,
642,,,,,,,
643,,,,,,,
644,,,,,,,
645,,,,,,,
646,,,,,,,
647,,,,,,,
648,,,,,,,
649,,,,,,,
650,,,,,,,
651,,,,,,,
652,,,,,,,
